sample_id,Methanosaeta concilii,Methanosarcina barkeri,Methanosarcina mazei,Methanoculleus bourgensis,Methanoculleus marisnigri,Methanobacterium formicicum,Methanobrevibacter smithii,Methanospirillum hungatei,Methanolinea tarda,Methanomassiliicoccus luminyensis,Methanoregula boonei,Methanocorpusculum labreanum,Methanothermobacter thermautotrophicus,Clostridium butyricum,Clostridium thermocellum,Syntrophomonas wolfei,Syntrophomonas zehnderi,Ruminococcus albus,Christensenella minuta,Caldicoprobacter oshimai,Sedimentibacter hydroxybenzoicus,Acetobacterium woodii,Syntrophaceticus schinkii,Tepidanaerobacter acetatoxydans,Gelria glutamica,Pelotomaculum thermopropionicum,Lactobacillus acidophilus,Streptococcus bovis,Bacillus subtilis,Turicibacter sanguinis,Romboutsia ilealis,Anaerovorax odorimutans,Proteiniclasticum ruminis,Fastidiosipila sanguinis,Garciella nitratireducens,Acetomicrobium mobile,Anaerobaculum mobile,Aminobacter aminovorans,Thermoanaerobacter siderophilus,Anaerofilum agile,Bacteroides graminisolvens,Prevotella ruminicola,Proteiniphilum acetatigenes,Petrimonas sulfuriphila,Macellibacteroides fermentans,Paludibacter propionicigenes,Alistipes finegoldii,Dysgonomonas mossii,Fermentimonas caenicola,Tannerella forsythia,Anaerolinea thermophila,Longilinea arvoryzae,Levilinea saccharolytica,Bellilinea caldifistulae,Leptolinea tardivitalis,Flexilinea flocculi,Ornatilinea apprima,Syntrophobacter fumaroxidans,Smithella propionica,Syntrophorhabdus aromaticivorans,Pseudomonas putida,Desulfovibrio vulgaris,Desulfobulbus propionicus,Geobacter sulfurreducens,Thauera aromatica,Aeromonas hydrophila,Acinetobacter johnsonii,Synergistes jonesii,Aminobacterium colombiense,Cloacibacillus evryensis,Thermovirga lienii,Aminomonas paucivorans,Defluviitoga tunisiensis,Kosmotoga olearia,Petrotoga mobilis,Mesotoga prima,Treponema primitia,Sphaerochaeta globosa,Spirochaeta caldaria,Actinomyces bovis,Corynebacterium glutamicum,Bifidobacterium longum,Gordonibacter pamelaeae,Olsenella uli,Ca. Cloacimonas acidaminovorans,Ca. Cloacimonas W5,Ca. Caldatribacterium californiense,Fusobacterium nucleatum,Fibrobacter succinogenes,Akkermansia muciniphila,Planctomyces limnophilus,Elusimicrobium minutum,Victivallis vadensis,Caldisericum exile,Thermodesulfovibrio yellowstonii,Coprothermobacter proteolyticus,Denitrovibrio acetiphilus,Armatimonas rosea,Acidobacterium capsulatum,Ca. Fermentibacter daniensis,unidentified
울산_summer,0.1072,0.7522,0.8396,0.0,2.7459,0.2287,0.0,7.3754,0.0,0.0,0.1996,0.0,0.0,6.3485,4.8837,0.8397,0.0,2.6252,0.2547,0.7013,0.5927,1.4888,0.0,0.0,0.0,0.0,20.7916,0.2576,0.0,0.5617,0.0,0.1704,0.0,0.4263,0.1537,0.0,0.0,0.0,15.3482,0.0,0.0,0.253,0.0,0.1137,0.5254,0.0,0.0,0.0,0.0,0.127,0.21,3.081,0.0,0.5502,0.0,0.0,0.0,0.2726,0.0,0.8031,0.0973,0.0831,0.0,0.0,0.0,0.0,0.0,0.4832,0.325,1.3383,0.093,0.0,0.0,0.0,0.0,0.0,0.1539,0.1015,0.0,0.1509,0.377,0.0,0.0,0.0,0.2964,0.1853,0.0,0.0,0.2485,0.5907,0.0,0.0,0.0,0.4245,0.0,0.0,0.3733,0.0,0.0,0.0,21.0497
울산_autumn,1.1634,3.9945,0.0,0.0,0.0,2.835,5.2726,2.5632,0.1225,0.0,0.0,0.1614,0.2509,0.2264,0.0,0.5615,0.0,0.0,0.0,0.0,12.7464,0.0,0.1101,0.0,0.113,0.2084,0.0,9.5338,0.0,0.0,0.0,0.1979,0.0,0.6461,0.0,0.0976,0.0,0.0,0.0,0.0,0.0,0.1042,0.0,0.0,0.0,0.0,0.0,6.3681,0.0,0.0,0.768,0.0,7.5415,0.0,0.0,0.1292,0.0,0.1005,0.0,0.4926,0.0,0.0,0.1922,0.0,0.0,2.0743,0.0,0.0,0.0,0.0,0.0,0.0,0.2023,0.0,0.0,0.0,0.2365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1676,0.0,0.0,0.0,0.0,2.7382,4.1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6078,32.2786
울산_winter,0.0,2.7668,0.0,0.4695,0.0,0.0,1.2984,0.2462,0.0,0.0,0.0,0.2435,0.2596,0.4514,0.1126,0.5623,0.2588,0.0,3.5281,2.1731,0.0,0.0,0.0943,3.4132,0.2806,0.0,0.0,0.0,0.6471,0.0981,0.0,0.0,0.0,0.3301,0.0,0.0,0.0,0.0,0.0,0.1005,0.0,1.7733,0.0,2.602,0.0,0.0,0.3211,0.1984,2.1691,0.0,0.2705,0.0,0.0,0.0,0.0,0.0,0.0995,0.0,1.1176,0.0,0.0,0.1676,0.0,0.3848,0.0,0.0,0.0,6.6488,0.1158,0.0,0.0,0.0,1.345,1.426,0.0,9.6654,0.3306,0.0,0.0,0.0,0.0,0.193,0.0,0.0,5.0733,0.4077,0.0,0.0,0.0,0.0,0.0,0.0,0.1104,0.0,0.0,0.0,0.0,0.0,0.0,1.0496,47.1963
수원_spring,4.409,0.3378,0.1712,0.0,0.3993,0.0,0.0,0.1837,0.0,2.9399,0.0,0.0,0.0,0.1176,0.0,0.2682,0.2218,0.1361,2.9353,1.9585,3.3502,0.0,0.2687,0.0,0.0,0.2031,1.9841,1.8594,0.7687,0.0,0.3035,0.0,1.3038,0.0,1.8559,0.1445,1.2057,0.0,3.6177,0.0,2.859,0.159,1.1899,6.5967,0.1525,0.1682,0.0,0.0,0.3353,0.0,4.1013,1.0705,2.4882,8.891,0.4594,2.5466,0.0,0.0,0.4334,3.4928,0.0,0.0,2.7374,0.2287,0.2323,0.0,0.9033,1.2314,0.0,0.2745,0.0,0.0,0.1489,0.0,0.0,3.0015,3.2247,1.1401,0.0,0.0,0.0,0.0,0.0,0.0,1.0319,0.1516,0.0,0.0,0.0,0.6574,0.0,0.0,1.308,1.0156,0.0,0.0,0.0,0.0,0.2526,0.5393,16.0333
수원_summer,12.4715,1.1363,0.0935,0.2854,0.0,0.0,0.0,0.2046,0.085,5.1856,0.0,0.0,0.0,1.829,0.0,0.0,0.1838,1.9564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1785,0.228,0.0,0.0,0.0,0.0976,0.0,0.0,5.7162,0.1267,0.3468,0.0,15.1363,0.1032,0.0,0.2165,0.0,0.0,0.1991,0.0,0.0,0.0,0.5494,0.0,0.0,10.4143,0.0,0.9382,0.1789,0.0,0.7533,1.5276,0.0,0.0963,2.8325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1415,0.0,0.0,0.0,0.0,0.0,7.6667,0.0,0.0,0.0,0.0,0.0,0.0,10.307,0.0,0.343,0.0,0.7845,0.0,0.0,0.0,3.983,0.0,0.0,0.0,0.0,7.4948,0.0,0.0,0.0,0.0,3.2094
수원_autumn,5.6139,3.6029,2.2737,0.0,0.6136,0.0,0.0,20.1478,0.0,0.0,0.0,0.0,0.0902,0.0,0.0,0.3013,11.3541,0.1927,0.0,0.0,0.0,0.5349,0.0,0.6033,0.0,5.9048,0.0,0.1141,0.0,4.5071,0.0,0.0,0.0,0.0,0.0,0.7986,0.0,0.1654,0.1828,2.5099,1.8991,0.109,0.0,4.9449,0.0,0.9859,0.0,4.9652,0.0,0.0,3.9145,5.1729,0.0901,0.0,3.0395,0.1859,0.0,1.4478,1.602,2.0562,0.0,0.1656,0.0,2.8842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8974,0.0,0.0,0.0,0.0,0.0,1.4783,0.0,0.3862,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.3607,0.1124,0.0,0.0,0.0,0.0,0.0,0.1422,0.5365
수원_winter,14.2344,0.3776,3.5107,0.1393,0.3834,0.0,0.3354,2.6685,0.1334,0.0,1.669,0.0,0.1695,0.1202,0.3528,0.1948,0.6952,0.0,1.5782,1.9571,0.0,0.0,1.8621,0.1477,0.0,1.177,0.0,0.0,0.1561,0.9828,0.4244,0.2474,0.7,0.0,0.0,0.0,0.185,1.9464,2.7233,0.3299,2.0018,0.2478,0.8196,0.0,1.3165,0.173,1.7734,0.0,0.0,1.2692,0.0,11.8342,8.2197,0.0,0.0,0.1094,0.0,0.2315,0.0,0.0,0.1621,0.0,0.0869,1.4646,0.0,0.0,0.0,0.0,0.3735,0.0,0.0,3.4357,0.0,1.3056,0.3087,0.0,4.6217,0.1035,0.0,0.1726,0.0,0.0,0.0,0.0985,0.0,17.6054,0.0,0.0,0.0915,0.0,0.0,0.501,0.4182,0.0,0.0,0.0,0.0,0.2916,0.0,0.0,1.5615
창원_spring,0.0,0.0,0.1444,0.0901,0.1679,0.0927,1.2637,0.0,0.0,0.0,0.0,0.1186,0.0,0.0,0.0,0.1172,0.1126,0.4042,0.2884,0.3549,46.5843,0.1683,0.0,0.4011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5216,0.6481,2.3028,0.1105,0.0,0.0,0.0,5.4391,0.0,0.4189,0.0,0.6007,0.0,0.0,0.0,6.4607,0.0,0.0,0.0,10.4398,0.186,0.0,0.0,0.0,0.1802,0.2018,1.1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0501,1.0908,0.0,0.0,0.0,0.4138,1.2483,0.0,0.0,0.0,0.1086,0.0,0.0,0.0,0.0,5.939,0.0,0.0,0.0,0.0,0.0,1.1319
창원_summer,0.4268,2.6223,0.0,0.3754,1.5082,0.0,0.0987,2.7112,0.1628,0.0,0.0,0.0,1.0981,0.0,0.5146,0.4487,2.5562,0.0973,0.0,0.0,47.7047,0.4694,0.0,0.0,0.0,0.0,1.2302,1.0523,0.0,0.0,0.9198,0.0,0.277,0.0,0.0,0.2893,0.0,0.2383,0.0,0.0,3.5557,0.0,0.6551,0.2487,0.0,0.0,0.0,0.0943,0.0,0.0,12.3122,0.138,0.4469,0.4428,0.0,0.0,0.6046,0.0,1.2917,0.0,0.0,0.0,0.0,0.0,0.2838,1.3165,1.2461,0.1267,0.0,0.0,0.0,0.0,0.2128,0.0,0.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0564,0.0,0.0,0.0,0.0,0.0,2.1155,0.0,0.0,0.0,2.0085,0.0,0.3469,0.0,1.0119,2.6053,0.0,0.0,0.8655
창원_autumn,0.0,0.0,0.9246,2.3481,0.0,15.1218,0.0,14.3991,0.0,0.0,0.815,0.0,0.0,0.6171,0.1259,0.0,13.521,0.385,0.1703,0.0,0.8606,0.1098,0.1218,3.7145,0.303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.237,0.1549,0.0,0.1267,0.0,0.0,3.6022,0.0,4.6314,0.0,0.0,0.7638,0.0,0.4358,2.6506,0.0,0.2071,0.0,0.0,0.0,0.0,1.5534,0.0,0.2648,2.9609,0.0,0.9236,0.0,0.0,0.0,1.0159,0.0,0.0,1.1173,0.0,0.0,4.9263,0.0,0.0,0.0,0.0,0.0,0.0,0.217,0.0,5.6447,4.1306,0.1983,0.0,0.0,0.0,0.5376,0.0,0.0,0.133,0.0,0.1026,0.0,0.3316,0.3587,0.0,0.0,0.0,0.0,0.0,0.0,9.2368
창원_winter,2.5495,0.3131,0.0,0.0,0.0839,0.0,0.0,3.0958,0.0954,0.0,0.0,1.1238,0.0,0.1043,0.7744,2.3664,2.0664,0.0,1.2853,0.1239,1.2291,4.7507,0.1955,0.0844,0.0,0.0,0.0,0.0999,0.0,0.0,0.0,1.4296,1.2841,0.0,1.0947,0.0,0.0,0.0,0.0,0.0,0.1055,0.0,0.2517,0.0,0.6709,0.0,3.9367,3.9268,0.1774,0.1325,0.2354,8.8262,0.0,0.2974,0.0,0.0,0.0,1.3482,9.5372,1.629,0.0,0.0,0.0,0.1334,0.0,0.0,0.1663,0.0,0.5214,0.0,0.1376,0.0,0.09,0.3189,0.0,10.4561,3.3295,0.1616,0.0902,0.0,0.9214,4.6148,0.1584,0.0,0.0,8.986,0.0,0.0,0.0,0.0,0.0,0.2729,0.0,0.0,0.3527,0.1574,0.0,0.1178,0.0,4.2328,9.5557
청주_spring,0.4489,0.198,29.4473,1.8142,0.0,0.0,7.9394,0.4836,0.0818,0.1212,0.0,0.2702,1.7661,0.0,0.098,1.8226,0.0,0.1139,0.0911,0.0,0.2429,0.0,0.4681,0.8963,0.6666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1387,0.0,0.0,0.1535,3.595,0.0,0.0,6.8168,0.4552,0.0,0.0,0.0,0.0,0.2783,0.3041,3.0648,1.0303,0.0,0.0,0.0,0.5943,0.0,1.6707,0.0,0.0,0.0,0.0,0.6667,0.6199,0.2728,0.3869,0.092,1.964,0.0,0.3099,0.5841,0.1407,0.0,0.0,8.1697,0.0,0.0,0.8464,0.7722,0.0,0.0,1.5606,0.0,0.0,2.2713,0.0,0.0,0.0,0.0,0.0,0.0,0.4228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8482
청주_summer,2.2715,1.4887,0.0,4.491,10.4313,0.422,0.5951,0.4936,1.6487,0.0,0.0,0.4628,0.9294,5.4838,0.3162,0.4569,1.4343,0.0,2.4112,0.0,0.0,0.4638,0.0,0.0,0.0,0.2762,0.0,0.0,0.0,0.4735,4.8953,0.0,0.4001,0.3774,0.0,0.6304,0.0,0.2682,0.0,0.0,0.1059,0.9969,0.2975,0.2941,0.0,0.3583,0.0,0.0,0.1719,0.1718,0.0,4.213,0.0,0.0,0.0,1.684,36.349,0.1057,0.0,0.1043,0.0,0.0,0.4339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6089,0.0,0.0,0.0,5.1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3936,0.1024,0.0,0.0,0.3512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0282
청주_autumn,37.7644,0.0,0.0,1.4031,0.0,1.1401,0.0,0.0,0.0,0.0,1.7927,0.4571,0.5978,0.097,0.0,1.554,1.0463,0.0,0.0,0.0,0.0,0.1298,0.0,0.0,0.0,0.0,0.0,3.6965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2365,0.0,0.9533,1.3717,2.1465,0.0,0.0,0.0878,0.0,0.0,13.5697,0.1341,0.0,0.0,0.0,0.0,0.3576,0.0,0.0,0.0,0.2789,0.0,0.0,0.2692,0.0,0.0,0.0,0.0,0.3739,0.1555,0.0,0.0,0.2316,0.0,0.0,0.1163,0.1135,2.185,0.0,0.148,5.7813,0.3001,0.0,0.4805,0.0,0.0,0.0,0.1421,0.0,1.5865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1527,0.0,0.0,0.0,0.0,0.0,0.0,19.149
청주_winter,1.6739,1.1909,1.0322,0.1456,0.1974,0.1291,1.4634,1.7227,0.4474,0.0,1.9058,0.0,0.0,0.3058,0.5507,5.1454,0.3899,0.3935,0.0,0.3738,0.2015,0.0,0.0,0.9353,0.0,0.8824,0.9003,0.0,0.0,0.0,0.0,0.5999,0.0,0.4086,1.2508,0.3939,0.0,0.5973,0.1134,0.0,2.2834,0.6149,0.0,1.9522,0.8902,0.9039,0.0,0.308,0.3721,0.6658,1.2693,0.0,0.0,0.2659,0.7414,1.2926,0.0,1.0734,4.22,7.4633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4985,0.0,0.1013,1.7949,0.5404,0.5239,0.7044,0.1957,1.5636,3.9705,0.0,2.0184,0.0,0.2213,2.934,0.0,0.1996,0.0,0.4987,0.8133,0.0,0.0,7.7654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9885
