sample_id,Acetobacterium,Acetomicrobium,Acidobacterium,Acinetobacter,Actinomyces,Aeromonas,Akkermansia,Alistipes,Aminobacter,Aminobacterium,Aminomonas,Anaerobaculum,Anaerofilum,Anaerolinea,Anaerovorax,Armatimonas,Bacillus,Bacteroides,Bellilinea,Bifidobacterium,Caldicoprobacter,Caldisericum,Candidatus Caldatribacterium,Candidatus Cloacimonas,Candidatus Fermentibacter,Christensenella,Cloacibacillus,Clostridium,Coprothermobacter,Corynebacterium,Defluviitoga,Denitrovibrio,Desulfobulbus,Desulfovibrio,Dysgonomonas,Elusimicrobium,Fastidiosipila,Fermentimonas,Fibrobacter,Flexilinea,Fusobacterium,Garciella,Gelria,Geobacter,Gordonibacter,Kosmotoga,Lactobacillus,Leptolinea,Levilinea,Longilinea,Macellibacteroides,Mesotoga,Methanobacterium,Methanobrevibacter,Methanocorpusculum,Methanoculleus,Methanolinea,Methanomassiliicoccus,Methanoregula,Methanosaeta,Methanosarcina,Methanospirillum,Methanothermobacter,Olsenella,Ornatilinea,Paludibacter,Pelotomaculum,Petrimonas,Petrotoga,Planctomyces,Prevotella,Proteiniclasticum,Proteiniphilum,Pseudomonas,Romboutsia,Ruminococcus,Sedimentibacter,Smithella,Sphaerochaeta,Spirochaeta,Streptococcus,Synergistes,Syntrophaceticus,Syntrophobacter,Syntrophomonas,Syntrophorhabdus,Tannerella,Tepidanaerobacter,Thauera,Thermoanaerobacter,Thermodesulfovibrio,Thermovirga,Treponema,Turicibacter,Victivallis,g__unclassified_root
수원_summer,0.0,3.6884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6731,0.0,0.0,0.0,0.4425,0.103,0.0,0.0,0.0,0.0,0.451,0.2375,0.0,0.0,0.0,0.5852,2.8915,0.0,0.0,0.0,0.0,4.0652,0.0,0.0,0.0,0.0,0.0,0.1655,0.0,0.0,0.0,0.0,8.0522,0.0,0.0,0.9764,5.8275,0.0,0.0,7.427,0.0,0.0,0.0,1.1084,0.0,4.8339,0.0,35.7097,2.2167,0.0,0.0925,0.0,0.0,0.125,0.0,0.0,0.0,1.8137,0.0,0.0897,0.265,0.0,0.0,1.7971,0.0,2.718,0.0,0.0,1.4584,0.0,0.0,0.6995,0.1095,0.0,0.611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7657
수원_autumn,0.5581,1.9065,0.0,0.0,0.0,0.0,0.0,0.0,0.2058,0.1195,0.0,0.0,2.0186,8.8093,0.0,0.0,0.0,1.7055,0.0,0.0,0.0,0.1871,0.0,0.4886,0.1773,0.0,0.0,0.9542,0.0,0.0,0.0,0.0,0.0,0.1467,2.624,0.0,0.0,0.0,0.0,0.0,0.0848,0.0,0.0909,5.5161,2.4304,0.0,0.0,2.1175,0.0,6.0887,0.0,0.0,0.0,0.0,0.0,1.1839,0.0,0.0,0.1441,0.2887,2.1549,7.7453,0.0,0.0,0.0,1.0426,6.9486,7.0185,0.0,0.0,0.1287,0.0,0.0,0.1033,0.0,0.0,0.0,0.1153,0.0,0.0,0.1151,0.0,0.0,1.9988,16.0542,3.062,0.0,1.4387,0.0,0.1925,0.0,0.0,5.203,7.4733,0.6409,0.7179
수원_winter,0.0,0.0,0.0,0.0,0.5885,0.0,0.0,1.0704,1.7159,0.119,4.6035,0.1205,0.3799,0.0,0.2791,0.2881,0.1379,1.7736,0.0,0.0,2.3033,0.0,0.0,22.2396,0.0,1.8698,0.0,1.2059,0.2128,0.0,0.0886,0.0,0.0,0.0,0.0,0.1938,0.0,0.0,0.0,0.2125,0.0,0.0,0.0,0.7395,0.0,1.6254,0.0,0.0,9.0052,17.0505,2.1761,0.0,0.0,0.2857,0.0,0.1124,0.2241,0.0,0.6795,5.0667,3.8005,3.8774,0.5127,0.1329,0.0,0.1443,0.9559,0.0,0.1995,0.0,0.2046,0.2612,0.2607,0.0,0.1734,0.1906,0.0,0.0,0.0839,0.0,0.0,0.1597,2.6249,0.2074,0.4362,0.0,0.8175,0.0,0.0,1.3523,0.0,0.0,4.2252,0.7468,0.2282,2.0367
창원_spring,0.0859,0.0,0.0,0.0,17.3177,0.0,0.0,5.8612,0.0,0.1114,0.0,0.0,0.0,21.317,0.3421,0.0,0.0,0.5509,0.0,0.0,0.2175,0.0,0.0,2.2016,0.0,0.1943,0.0,0.0,0.0,0.7458,0.0,0.0,0.0,0.0,0.0,0.0,2.7454,0.0,0.0,0.1899,0.0,0.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091,0.0,0.0,0.163,1.9021,0.1492,0.1825,0.0,0.0,0.0,0.0,0.0821,0.0,0.0,0.0,0.3007,0.0,0.0,0.0,0.0,0.0,0.0,0.5498,0.2601,0.0,0.0942,0.282,31.2983,0.0,0.0,0.0,0.0,0.0,0.0,0.9268,0.1235,0.0,0.0,0.2778,0.0,5.4818,4.2324,0.0,0.0,0.0,0.0,1.569
창원_summer,0.8976,0.1441,0.0,3.9267,0.0,1.0115,0.0,0.0,0.0833,0.0,0.0,0.0,0.0,4.3913,0.0,2.0926,0.0,3.3654,0.3621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.442,0.0,0.0,0.2817,0.6414,0.0,0.0,0.0,0.0,0.0,0.0,1.4525,0.0,0.0,0.0,0.0,0.0,2.5075,0.0,0.96,0.0,0.256,0.2126,0.0,0.0,0.0,0.0,0.0,4.221,0.0913,0.0,0.0875,2.1235,9.5677,1.0343,2.0177,0.0,0.4037,0.0,0.0,0.1281,0.3165,0.0,0.0,0.2201,1.2828,0.0,0.2635,0.1085,41.169,4.6092,0.0,0.0,0.6616,0.1228,0.096,0.0,3.2458,0.0,0.0,0.0,0.4883,0.0,0.3972,0.0,0.0,0.0,3.806,0.5096
창원_autumn,0.0,0.1279,0.0,0.0,0.8577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1897,0.0,0.0,0.0,1.8639,0.0,0.0881,0.0,0.2232,0.0,0.1872,0.0,0.0,0.0,0.0,0.0,1.9648,0.0,0.0,0.0,0.0,0.1182,0.0,0.0,1.9302,0.2114,0.4129,0.0,0.1099,0.2865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1296,0.0,0.0,18.6722,0.0,0.0,0.8394,0.1733,0.5834,4.4373,0.0,0.0,0.0,0.3861,0.0,0.0,0.0,0.1423,0.0,0.0,4.9993,0.9087,0.0,0.0,0.663,32.2715,0.0,0.0,0.0,0.1585,0.0,0.1167,10.0971,0.0,0.0,4.0386,1.1761,0.0,0.0,2.381,0.0,0.0,0.2994,4.9549
창원_winter,2.2669,0.0,0.0,0.1528,0.0,0.0,0.0,1.7888,0.0,0.0856,0.0,0.0,0.0,0.0,0.7842,0.0,0.0,0.0,0.23,3.3987,0.1672,0.0,0.0,10.0612,1.7914,0.8308,0.0,0.545,0.1666,0.5596,0.0976,0.0,0.0,0.0,6.5714,0.0874,0.0,0.1239,0.0,0.0,0.0,0.3969,0.0,0.0,0.0857,0.2359,0.0,0.0,0.0,5.4562,0.7053,3.7966,0.0,0.0,2.0457,0.2736,0.0,0.0,0.0,8.4431,0.5819,2.1192,0.1126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2782,0.0,0.0,0.0,0.0,0.5539,30.4721,0.1586,0.0,0.0,0.1159,0.1468,0.8456,6.4581,0.6272,0.0,0.0,0.0,0.0,0.1872,0.0,1.7843,0.0,0.0,4.4102
청주_spring,0.0,0.0,0.0,0.1502,1.0101,0.3507,0.0,0.0,0.0,3.0774,0.7811,0.1209,0.1558,0.4152,0.0,0.0,0.0,3.2253,0.0,0.0,0.0,0.0,0.0,2.7577,0.0,0.0962,0.0,0.1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4741,0.3664,1.5559,0.0,0.0,0.0,0.681,2.0444,0.6164,5.087,0.0,8.6919,0.4544,0.4189,0.1485,0.0,0.0,0.1056,25.0431,1.0549,1.0682,0.0,0.6805,0.0,0.0,14.5724,0.0,0.0,0.1035,0.0,0.0,0.0,0.0,0.1195,0.2354,0.5832,0.0,1.3466,0.0,0.0991,0.1228,0.0,1.0578,0.0,0.2471,0.5445,0.3922,0.0,0.0,0.1999,0.0,0.0,0.2433,19.4005
청주_summer,0.2868,0.1486,0.0,0.0,0.0,0.0,0.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6357,0.0,1.1225,0.0,0.2096,0.0,0.0,1.6442,0.0,0.1389,0.0,0.0,0.0,0.0846,0.0,0.0,0.5038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0872,0.0,0.0,0.0851,0.1167,0.09,41.9165,0.4518,0.0,0.0,23.8636,7.9627,0.0,0.4356,0.0,7.2118,0.0816,0.0882,0.0,0.0,0.0,0.4023,0.1846,0.253,0.0,0.8484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9716,0.0849,0.0,0.0,0.0,0.0,0.0,0.0,3.5736,0.2495,0.0,1.0498
청주_autumn,0.1823,0.3625,0.0,0.0,0.0,0.0,0.0,0.234,1.787,0.0,0.1546,0.0,1.8917,0.0,0.0,0.0,0.0,0.0909,0.0,0.0,0.0,0.218,0.0,2.0686,0.0,0.0,0.0,2.0341,0.0,0.0,2.1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1956,0.0,0.0,0.0,1.029,0.3371,0.0,0.0,0.0,0.0,0.3025,0.0,13.2651,1.2699,0.0,0.3445,0.1068,0.0,0.0,3.766,2.4396,0.0,0.0,0.2673,0.0,0.0,16.7734,0.0,0.0,0.1831,0.0,0.0,0.0,0.2281,0.0,0.0,0.0,0.0,0.0,0.0,1.35,3.3295,0.1221,0.0,0.0,1.9164,0.0,0.0,0.0,0.4661,2.4361,0.0,0.1882,0.797,0.0,0.0,37.7537
청주_winter,0.0,0.1243,0.0,0.0,4.9661,0.0,0.2749,0.0,0.1207,0.0,0.0,0.0,0.0,0.1999,0.1595,0.0,0.0,1.0281,0.0,1.34,0.2389,0.0,0.1017,1.1494,0.0,0.0,0.0961,0.4467,0.0,0.0,0.0,0.0,0.0,0.0,0.2406,0.0,0.248,0.153,0.1179,0.8704,0.0,0.3505,0.0,0.0,0.0,0.465,0.3564,0.2047,0.0,0.0,0.5324,0.1359,0.0,0.5897,0.0,1.6187,0.1806,0.0,0.3607,14.1633,5.3117,1.4594,0.0858,0.1363,0.0,0.3699,0.4238,0.6981,0.1591,0.0,0.1543,0.0,0.0,0.0,0.0,0.5046,0.0,21.808,0.1634,0.196,0.0,0.0,0.0,0.3447,26.1876,1.9313,0.1048,0.234,0.0,0.0,0.0,0.16,0.1785,0.0,1.2129,7.3419
