sample_id,Methanosaeta concilii,Methanosarcina barkeri,Methanosarcina mazei,Methanoculleus bourgensis,Methanoculleus marisnigri,Methanobacterium formicicum,Methanobrevibacter smithii,Methanospirillum hungatei,Methanolinea tarda,Methanomassiliicoccus luminyensis,Methanoregula boonei,Methanocorpusculum labreanum,Methanothermobacter thermautotrophicus,Clostridium butyricum,Clostridium thermocellum,Syntrophomonas wolfei,Syntrophomonas zehnderi,Ruminococcus albus,Christensenella minuta,Caldicoprobacter oshimai,Sedimentibacter hydroxybenzoicus,Acetobacterium woodii,Syntrophaceticus schinkii,Tepidanaerobacter acetatoxydans,Gelria glutamica,Pelotomaculum thermopropionicum,Lactobacillus acidophilus,Streptococcus bovis,Bacillus subtilis,Turicibacter sanguinis,Romboutsia ilealis,Anaerovorax odorimutans,Proteiniclasticum ruminis,Fastidiosipila sanguinis,Garciella nitratireducens,Acetomicrobium mobile,Anaerobaculum mobile,Aminobacter aminovorans,Thermoanaerobacter siderophilus,Anaerofilum agile,Bacteroides graminisolvens,Prevotella ruminicola,Proteiniphilum acetatigenes,Petrimonas sulfuriphila,Macellibacteroides fermentans,Paludibacter propionicigenes,Alistipes finegoldii,Dysgonomonas mossii,Fermentimonas caenicola,Tannerella forsythia,Anaerolinea thermophila,Longilinea arvoryzae,Levilinea saccharolytica,Bellilinea caldifistulae,Leptolinea tardivitalis,Flexilinea flocculi,Ornatilinea apprima,Syntrophobacter fumaroxidans,Smithella propionica,Syntrophorhabdus aromaticivorans,Pseudomonas putida,Desulfovibrio vulgaris,Desulfobulbus propionicus,Geobacter sulfurreducens,Thauera aromatica,Aeromonas hydrophila,Acinetobacter johnsonii,Synergistes jonesii,Aminobacterium colombiense,Cloacibacillus evryensis,Thermovirga lienii,Aminomonas paucivorans,Defluviitoga tunisiensis,Kosmotoga olearia,Petrotoga mobilis,Mesotoga prima,Treponema primitia,Sphaerochaeta globosa,Spirochaeta caldaria,Actinomyces bovis,Corynebacterium glutamicum,Bifidobacterium longum,Gordonibacter pamelaeae,Olsenella uli,Ca. Cloacimonas acidaminovorans,Ca. Cloacimonas W5,Ca. Caldatribacterium californiense,Fusobacterium nucleatum,Fibrobacter succinogenes,Akkermansia muciniphila,Planctomyces limnophilus,Elusimicrobium minutum,Victivallis vadensis,Caldisericum exile,Thermodesulfovibrio yellowstonii,Coprothermobacter proteolyticus,Denitrovibrio acetiphilus,Armatimonas rosea,Acidobacterium capsulatum,Ca. Fermentibacter daniensis,unidentified
울산_summer,0.0,0.0,0.5683,0.0,1.0538,0.0936,0.0,2.2151,0.0,0.0,0.1094,0.0,0.0,59.5728,2.4,0.0,0.0,2.4151,0.1511,0.5579,0.3976,2.2625,0.0,0.0,0.0,0.0,7.6914,0.0856,0.0,0.359,0.0,0.1012,0.0,0.179,0.0,0.0,0.0,0.0,4.749,0.0,0.0,0.1044,0.0,0.0,0.2284,0.0,0.0,0.0,0.0,0.0,0.0,2.6702,0.0,0.34,0.0,0.0,0.0,0.2922,0.0,1.1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4752,0.1575,0.6874,0.0,0.0,0.0,0.0,0.0,0.0,0.1266,0.0,0.0,0.0,0.2362,0.0,0.0,0.0,0.2026,0.0,0.0,0.0,0.1259,0.5003,0.0,0.0,0.0,0.2566,0.0,0.0,0.2117,0.0,0.0,0.0,7.2242
울산_autumn,0.5842,3.8117,0.0,0.0,0.1255,2.4085,3.9207,1.4384,0.0855,0.0,0.0,0.0,0.0,0.2508,0.0,0.4626,0.0,0.0,0.0,0.0,9.6727,0.0,0.0,0.0,0.3172,0.1744,0.0,5.1595,0.0,0.0,0.0849,0.2261,0.0,0.6607,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.1188,0.0,0.0,0.0,0.0,0.0,3.087,0.0,0.0,1.6409,0.0,4.9745,0.0,0.0,0.0,0.0,0.113,0.0,0.9014,0.0,0.0,0.1897,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0,0.0,0.1209,0.0,0.0,0.0,0.1812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1398,0.0,0.0,0.0,0.0,2.7521,6.6156,0.1503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5173,46.5369
울산_winter,0.0,0.3419,0.0,0.1991,0.0,0.099,1.6652,0.371,0.0,0.0,0.0,0.5758,0.8615,3.7793,0.157,0.0834,0.3076,0.0,4.2662,4.2089,0.0,0.0,0.1297,2.4243,0.2106,0.0,0.0,0.0,0.665,0.081,0.0,0.0,0.0,0.3221,0.0,0.0,0.0,0.0,0.0,0.1289,0.0,2.0453,0.0,2.2147,0.0,0.0,0.1522,0.468,2.0258,0.0,0.1387,0.0,0.0,0.0,0.0,0.0,0.1024,0.0,0.1377,0.0,0.0,0.1697,0.0,0.169,0.0,0.0,0.0,17.5879,0.0,0.0814,0.0,0.0,2.8278,2.4475,0.0,5.6981,0.2735,0.0,0.0,0.0,0.0,0.2892,0.0,0.0,4.928,0.5652,0.0,0.0,0.0,0.0,0.0,0.0,0.1215,0.0,0.0,0.0,0.0,0.0,0.0,0.7929,35.8859
수원_spring,3.4949,0.3361,0.1411,0.0,0.6049,0.0,0.0,0.4052,0.0,2.2251,0.0,0.1,0.0,0.0971,0.0915,0.3529,0.2042,0.1077,2.6071,0.8187,3.6601,0.0,0.0,0.0,0.0,0.2181,2.3382,2.6136,0.4296,0.0,0.4395,0.0,1.2227,0.0,2.5761,0.1274,1.2383,0.0,5.2709,0.0,3.3166,0.173,0.5749,7.147,0.2422,0.2042,0.0,0.0,0.3011,0.0,8.142,0.8422,2.8983,5.6896,0.2913,1.6251,0.0,0.0,0.4286,1.2718,0.0,0.0,1.9957,0.1104,0.1051,0.0,0.2344,0.9749,0.0,0.2815,0.0,0.0,0.0941,0.0,0.0,2.0683,2.4077,1.6187,0.0,0.0,0.0,0.0,0.0,0.0,0.6646,0.2208,0.0,0.0,0.0,0.3017,0.0,0.0,0.5613,1.195,0.0,0.0,0.0,0.0,0.2445,0.3904,21.6621
수원_summer,35.7097,2.0533,0.1634,1.1084,0.0,0.0,0.0,0.0,0.0,4.8339,0.0,0.0,0.0925,0.5852,0.0,0.0,0.1095,1.7971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4584,0.4425,0.0,0.0,0.0,0.0897,0.0,0.0,3.6884,0.0,0.0,0.0,9.6731,0.103,0.0,0.265,0.0,0.0,0.125,0.0,0.0,0.0,0.611,0.0,0.0,5.8275,0.0,0.9764,0.1655,0.0,0.6995,2.718,0.0,0.0,4.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.427,0.0,0.0,0.0,0.0,0.0,0.0,8.0522,0.0,0.2375,0.0,0.451,0.0,0.0,0.0,1.8137,0.0,0.0,0.0,0.0,2.8915,0.0,0.0,0.0,0.0,1.7657
수원_autumn,0.2887,0.2355,1.9194,0.0,1.1839,0.0,0.0,7.7453,0.0,0.0,0.1441,0.0,0.0,0.9542,0.0,0.0,16.0542,0.0,0.0,0.0,0.0,0.5581,0.0,1.4387,0.0909,6.9486,0.0,0.1151,0.0,7.4733,0.0,0.0,0.0,0.0,0.0,1.9065,0.0,0.2058,0.1925,2.0186,1.7055,0.1287,0.0,7.0185,0.0,1.0426,0.0,2.624,0.0,0.0,8.8093,6.0887,0.0,0.0,2.1175,0.0,0.0,1.9988,0.1153,3.062,0.1033,0.1467,0.0,5.5161,0.0,0.0,0.0,0.0,0.1195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.203,0.0,0.0,0.0,0.0,0.0,2.4304,0.0,0.396,0.0926,0.0,0.0848,0.0,0.0,0.0,0.0,0.6409,0.1871,0.0,0.0,0.0,0.0,0.0,0.1773,0.7179
수원_winter,5.0667,0.0,3.8005,0.0,0.1124,0.0,0.2857,3.8774,0.2241,0.0,0.6795,0.0,0.5127,0.6887,0.5172,0.0,0.4362,0.1906,1.8698,2.3033,0.0,0.0,2.6249,0.0,0.0,0.9559,0.0,0.0,0.1379,0.7468,0.1734,0.2791,0.2612,0.0,0.0,0.0,0.1205,1.7159,1.3523,0.3799,1.7736,0.2046,0.2607,0.0,2.1761,0.1443,1.0704,0.0,0.0,0.8175,0.0,17.0505,9.0052,0.0,0.0,0.2125,0.0,0.2074,0.0,0.0,0.0,0.0,0.0,0.7395,0.0,0.0,0.0,0.1597,0.119,0.0,0.0,4.6035,0.0886,1.6254,0.1995,0.0,4.2252,0.0839,0.0,0.5885,0.0,0.0,0.0,0.1329,0.0,22.2396,0.0,0.0,0.0,0.0,0.0,0.1938,0.2282,0.0,0.0,0.2128,0.0,0.2881,0.0,0.0,2.0367
창원_spring,0.0,0.0,0.0821,0.0,0.1825,0.163,1.9021,0.0,0.0,0.0,0.0,0.1492,0.0,0.0,0.0,0.0,0.1235,0.282,0.1943,0.2175,31.2983,0.0859,0.0,0.2778,0.0,0.0,0.0,0.0,0.0,0.0,0.0942,0.3421,0.5498,2.7454,0.1529,0.0,0.0,0.0,5.4818,0.0,0.5509,0.0,0.2601,0.0,0.0,0.0,5.8612,0.0,0.0,0.0,21.317,0.091,0.0,0.0,0.0,0.1899,0.3007,0.9268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3177,0.7458,0.0,0.0,0.0,0.2441,1.9575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2324,0.0,0.0,0.0,0.0,0.0,1.569
창원_summer,2.1235,9.4418,0.1259,3.6423,0.5787,0.0,0.0,1.0343,0.0913,0.0,0.0875,0.0,2.0177,0.0,0.442,1.2523,1.9935,0.1085,0.0,0.0,41.169,0.8976,0.096,0.0,0.0,0.0,0.96,0.6616,0.0,0.0,0.2635,0.0,0.2201,0.0,0.0,0.1441,0.0,0.0833,0.0,0.0,3.3654,0.0,1.2828,0.1281,0.0,0.0,0.0,0.0,0.0,0.0,4.3913,0.2126,0.256,0.3621,0.0,0.0,0.4037,0.0,4.6092,0.0,0.0,0.0,0.0,0.0,0.4883,1.0115,3.9267,0.1228,0.0,0.0,0.0,0.0,0.2817,0.0,0.3165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5075,0.0,0.0,0.0,0.0,0.0,1.4525,0.0,0.0,0.0,3.806,0.0,0.3972,0.0,0.6414,2.0926,0.0,0.0,0.5096
창원_autumn,0.1733,0.1924,0.391,18.6722,0.0,4.1296,0.0,4.4373,0.0,0.0,0.8394,0.0,0.0,0.0,0.0,0.0,10.0971,0.0,0.0,0.0,0.663,0.0,0.0,4.0386,0.2865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.1279,0.0,0.0,0.0,0.0,1.8639,0.0,4.9993,0.0,0.0,0.3861,0.0,0.1182,1.9302,0.0,0.1897,0.0,0.0,0.0,0.0,0.4129,0.0,0.1167,32.2715,0.0,0.9087,0.0,0.0,0.0,1.1761,0.0,0.0,0.1585,0.0,0.0,2.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8577,1.9648,0.0881,0.0,0.0,0.0,0.1872,0.0,0.0,0.2114,0.0,0.1423,0.0,0.2994,0.2232,0.0,0.0,0.0,0.0,0.0,0.0,4.9549
창원_winter,8.4431,0.5819,0.0,0.2736,0.0,0.0,0.0,2.1192,0.0,0.0,0.0,2.0457,0.1126,0.0,0.545,5.1897,1.2684,0.0,0.8308,0.1672,0.5539,2.2669,0.1468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7842,0.2782,0.0,0.3969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7053,0.0,1.7888,6.5714,0.1239,0.0,0.0,5.4562,0.0,0.23,0.0,0.0,0.0,0.8456,30.4721,0.6272,0.0,0.0,0.0,0.0,0.0,0.0,0.1528,0.1159,0.0856,0.0,0.0,0.0,0.0976,0.2359,0.0,3.7966,1.7843,0.1586,0.0,0.0,0.5596,3.3987,0.0857,0.0,0.0,10.0612,0.0,0.0,0.0,0.0,0.0,0.0874,0.0,0.0,0.1872,0.1666,0.0,0.0,0.0,1.7914,4.4102
청주_spring,0.1056,0.1048,24.9383,0.4189,0.0,0.0,8.6919,1.0549,0.1485,0.0,0.0,0.4544,1.0682,0.0,0.1002,1.0578,0.0,0.1195,0.0962,0.0,0.2354,0.0,0.1228,0.5445,0.4741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1209,0.0,0.0,0.1558,3.2253,0.1035,0.0,14.5724,0.6164,0.0,0.0,0.0,0.0,0.2471,0.4152,2.0444,0.681,0.0,0.0,0.0,0.6805,0.0,0.5832,0.0,0.0,0.0,0.0,0.3664,0.3922,0.3507,0.1502,0.0991,3.0774,0.0,0.1999,0.7811,0.0,0.0,0.0,5.087,0.0,0.0,1.3466,1.0101,0.0,0.0,1.5559,0.0,0.0,2.7577,0.0,0.0,0.0,0.0,0.0,0.0,0.2433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4005
청주_summer,23.8636,7.9627,0.0,40.2414,1.6751,0.0851,0.1167,0.0,0.4518,0.0,0.0,0.09,0.4356,0.1063,0.1033,3.1602,0.8114,0.0,1.1225,0.0,0.0,0.2868,0.0,0.0,0.0,0.0882,0.0,0.0,0.0,0.2495,0.8484,0.0,0.1846,0.0846,0.0,0.1486,0.0,0.0,0.0,0.0,0.0,0.4023,0.253,0.0,0.0,0.0816,0.0,0.0,0.0,0.0,0.0,2.0872,0.0,0.0,0.0,0.5038,7.2118,0.0,0.0,0.0849,0.0,0.0,0.1389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6442,0.0,0.0,0.0,3.5736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6357,0.0,0.0,0.0,0.2167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0498
청주_autumn,2.4396,0.0,0.0,0.0,0.1068,1.2699,0.0,0.0,0.0,0.0,3.766,0.3445,0.2673,2.0341,0.0,0.1111,1.8053,0.0,0.0,0.0,0.0,0.1823,0.0,0.0,0.0,0.0,0.0,3.3295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3625,0.0,1.787,2.4361,1.8917,0.0909,0.0,0.2281,0.0,0.0,16.7734,0.234,0.0,0.0,0.0,0.0,0.3025,0.0,0.0,0.0,0.1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029,0.4661,0.0,0.0,0.1221,0.0,0.0,0.1882,0.1546,2.1089,0.0,0.1831,13.2651,0.797,0.0,1.35,0.0,0.0,0.0,0.3371,0.0,2.0686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.0,0.0,37.7537
청주_winter,14.1633,4.9403,0.3714,1.6187,0.0,0.0,0.5897,1.4594,0.1806,0.0,0.3607,0.0,0.0858,0.0,0.4467,26.0726,0.115,0.5046,0.0,0.2389,0.0,0.0,0.0,0.234,0.0,0.4238,0.3564,0.0,0.0,0.0,0.0,0.1595,0.0,0.248,0.3505,0.1243,0.0,0.1207,0.0,0.0,1.0281,0.1543,0.0,0.6981,0.5324,0.3699,0.0,0.2406,0.153,0.1048,0.1999,0.0,0.0,0.0,0.2047,0.8704,0.0,0.3447,21.808,1.9313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0961,0.16,0.0,0.0,0.465,0.1591,0.1359,0.1785,0.1634,0.196,4.9661,0.0,1.34,0.0,0.1363,1.1494,0.0,0.1017,0.0,0.1179,0.2749,0.0,0.0,1.2129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3419
