date,pH,온도,VFA_ALK,FAN,TAN,알칼리도,VFA,OLR,HRT,온도변화,CH4함량,수율,예측이탈,종합,관측지표수,소화조_pH,소화조_온도,yield
2019-07-02,0.0,0.0,0.17774940248174703,,,0.0,0.0,1.2299999999999998,0.0,0.0,0.0,0.0,0.0,0.0,11,7.77,38.0,0.7891411585365855
2019-07-03,0.0,0.0,0.1724250219805269,,,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,11,7.82,38.0,0.7774250000000001
2019-07-04,0.0,0.0,0.17327311716160895,,,0.0,0.0,1.281,0.0,0.0,0.0,0.0,0.0,0.0,11,7.795,38.0,0.7598296252927401
2019-07-05,0.0,0.0,0.1793767335617556,,,0.0,0.0,1.206,0.0,0.0,0.0,0.0,0.0,0.0,11,7.795,38.0,0.8119821206467662
2019-07-06,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-07,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-08,0.0,0.0,0.1827792097621456,256.09275168991996,,0.0,0.0,1.05,0.0,,0.0,0.0,0.0,0.0,10,7.78,38.0,0.93
2019-07-09,0.0,0.0,0.1855730454013269,,,0.0,0.0,1.095,0.0,0.0,0.0,0.0,0.0,0.0,11,7.795,38.0,0.8332502853881278
2019-07-10,0.0,0.0,0.18377813347270766,,,0.0,0.0,1.0230000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,7.835,38.0,0.875866202346041
2019-07-11,0.0,0.0,0.18675409836065573,,,0.0,0.0,1.143,0.0,0.0,0.0,0.0,0.0,0.0,11,7.82,38.0,0.7823758202099739
2019-07-12,0.0,0.0,0.18675409836065573,,,0.0,0.0,1.143,0.0,0.0,0.0,0.0,0.0,0.0,11,7.82,38.0,0.7771351706036745
2019-07-13,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-14,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-15,0.0,0.0,0.18640108998897034,292.12503589925586,,0.0,0.0,1.3805999999999998,0.0,,0.0,1.0,0.0,1.0,10,7.83,38.0,0.672180166232073
2019-07-16,0.0,0.0,0.18555663745537163,,,0.0,0.0,1.41875,0.0,0.0,0.0,1.0,0.0,1.0,11,7.825,38.0,0.6861886343612335
2019-07-17,0.0,0.0,0.18481933974525605,,,0.0,0.0,1.8909,0.0,0.0,0.0,2.0,0.0,2.0,11,7.81,38.0,0.5580160241155004
2019-07-18,0.0,0.0,0.18465274405050996,,,0.0,0.0,1.6863,0.0,0.0,0.0,1.0,0.0,1.0,11,7.835,38.0,0.6608279962047086
2019-07-19,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-20,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-21,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-22,0.0,0.0,0.18922346514047866,239.87902571880278,,0.0,0.0,1.7336624999999999,0.0,,0.0,2.0,0.0,2.0,10,7.76,38.0,0.5590098274606505
2019-07-23,0.0,0.0,0.18761408083441983,,,0.0,0.0,1.7789625,0.0,0.0,0.0,2.0,0.0,2.0,11,7.75,38.0,0.5282868525896414
2019-07-24,0.0,0.0,0.18597829275447345,,,0.0,0.0,1.65,0.0,0.0,0.0,2.0,0.0,2.0,11,7.73,38.0,0.55191125
2019-07-25,0.0,0.0,0.1840277777777778,,,0.0,0.0,1.89,0.0,0.0,0.0,2.0,0.0,2.0,11,7.74,38.0,0.5023131613756615
2019-07-26,0.0,0.0,0.19127077607642978,,,0.0,0.0,1.809,0.0,0.0,0.0,2.0,0.0,2.0,11,7.71,38.0,0.5344169776119403
2019-07-27,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-28,,,,,,,,,0.0,,,,,0.0,1,,,
2019-07-29,0.0,0.0,0.18580204329686936,261.5347157848749,,0.0,0.0,1.728,0.0,,0.0,2.0,0.0,2.0,10,7.734999999999999,39.5,0.5334112413194444
2019-07-30,0.0,0.0,0.17778426980880968,,,0.0,0.0,1.539,0.0,0.0,0.0,2.0,0.0,2.0,11,7.79,39.5,0.5929083008447044
2019-07-31,0.0,0.0,0.18390096892316665,,,0.0,0.0,1.617,0.0,0.0,0.0,2.0,0.0,2.0,11,7.785,39.45,0.5631413110698823
2019-08-01,0.0,0.0,0.17925354259217224,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,9,7.805,39.45,
2019-08-02,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-03,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-04,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-05,0.0,0.0,0.18225931677018634,311.2044525038857,,0.0,0.0,1.4185125,0.0,,0.0,1.0,0.0,1.0,10,7.835,39.8,0.6529442814215595
2019-08-06,0.0,0.0,0.18521656943584394,,,0.0,0.0,1.353,0.0,0.0,0.0,1.0,0.0,1.0,11,7.85,39.8,0.6808670546932742
2019-08-07,0.0,0.0,0.18607512953367875,,,0.0,0.0,1.2307000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,7.955,39.8,0.7437968229462907
2019-08-08,0.0,0.0,0.18480962972654716,,,0.0,0.0,1.01115,0.0,0.0,0.0,0.0,0.0,0.0,11,7.84,39.8,0.8990486080205706
2019-08-09,0.0,0.0,0.1864539238033214,,,0.0,0.0,1.1718000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,7.925000000000001,39.8,0.7565612732548215
2019-08-10,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-11,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-12,0.0,0.0,0.18698367267286803,387.0667277767102,,0.0,0.0,1.1718000000000002,0.0,,0.0,0.0,0.0,0.0,10,7.904999999999999,39.75,0.7776092336576207
2019-08-13,0.0,0.0,0.18011317704122878,,,0.0,0.0,1.0836,0.0,0.0,0.0,0.0,0.0,0.0,11,7.935,39.75,0.8107627353266889
2019-08-14,0.0,0.0,0.17467872441694432,,,0.0,0.0,0.9954000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,7.98,39.7,0.9250053998392608
2019-08-15,0.0,0.0,0.253796796380926,,,1.0,0.0,1.1513249999999997,0.0,0.0,0.0,0.0,0.0,1.0,11,8.015,39.7,0.8276626929841706
2019-08-16,0.0,0.0,0.17394888705688377,,,0.0,0.0,1.1747999999999998,0.0,0.0,0.0,0.0,0.0,0.0,11,7.949999999999999,39.6,0.8410939096016343
2019-08-17,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-18,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-19,0.0,0.0,0.17245768104874634,516.0136052526666,,0.0,0.0,1.2110999999999998,0.0,,0.0,0.0,0.0,0.0,10,8.045,39.5,0.7594234580133762
2019-08-20,0.0,0.0,0.17324010805657078,,,0.0,0.0,1.1285999999999998,0.0,0.0,0.0,0.0,0.0,0.0,11,8.045,39.6,0.7798710792131845
2019-08-21,0.0,0.0,0.17289689868178054,,,0.0,0.0,1.1253,0.0,0.0,0.0,0.0,0.0,0.0,11,8.024999999999999,39.45,0.8159513018750557
2019-08-22,1.0,0.0,0.1733828712965609,,,0.0,0.0,1.2243,0.0,0.0,0.0,0.0,0.0,1.0,11,8.195,39.45,0.8226280323450135
2019-08-23,0.0,0.0,0.17272756196112118,,,0.0,0.0,1.2243,0.0,0.0,0.0,0.0,0.0,0.0,11,8.07,39.75,0.8424019848076453
2019-08-24,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-25,,,,,,,,,0.0,,,,,0.0,1,,,
2019-08-26,0.0,0.0,0.1736373148999588,528.4137591065454,,0.0,0.0,1.2342,0.0,,0.0,0.0,0.0,0.0,10,8.085,39.5,0.9065669563279857
2019-08-27,1.0,0.0,0.1721007016095749,,,0.0,0.0,1.1626500000000002,0.0,0.0,0.0,0.0,0.0,1.0,11,8.129999999999999,39.5,0.9470884402012644
2019-08-28,1.0,0.0,0.17326339214751232,,,0.0,0.0,1.1971500000000002,0.0,0.0,0.0,0.0,0.0,1.0,11,8.120000000000001,39.5,0.883562627907948
2019-08-29,1.0,0.0,0.17446105978347143,,,0.0,0.0,1.1385,0.0,0.0,0.0,0.0,0.0,1.0,11,8.14,39.59999999999999,0.9630886034255599
2019-08-30,1.0,0.0,0.1768242516296437,,,0.0,0.0,1.43865,0.0,0.0,0.0,0.0,0.0,1.0,11,8.23,39.55,0.7751902825565634
2019-08-31,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-01,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-02,1.0,0.0,0.19091428208869995,638.9326632956252,,0.0,0.0,1.3513499999999998,0.0,,0.0,0.0,0.0,1.0,10,8.205,39.45,0.8387279387279387
2019-09-03,1.0,0.0,0.19368014438147105,,,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,1.0,11,8.21,39.55,0.7385976307189542
2019-09-04,1.0,0.0,0.19009781886099592,,,0.0,0.0,0.7603500000000001,0.0,0.0,0.0,0.0,0.0,1.0,11,8.245000000000001,39.4,1.2696092260143355
2019-09-05,2.0,0.0,0.18752180670536367,,,0.0,0.0,0.9438499999999999,0.0,0.0,0.0,0.0,0.0,2.0,11,8.315000000000001,39.4,0.9257804471049427
2019-09-06,2.0,0.0,0.184471853257432,,,0.0,0.0,1.0098,0.0,0.0,0.0,0.0,0.0,2.0,11,8.355,39.4,0.8947702515349574
2019-09-07,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-08,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-09,2.0,0.0,0.1834950217002808,788.3993631882173,,0.0,0.0,1.1322,0.0,,0.0,0.0,0.0,2.0,10,8.395,39.5,0.796063416357534
2019-09-10,1.0,0.0,0.17643447026678538,,,0.0,0.0,1.07355,0.0,0.0,0.0,0.0,0.0,1.0,11,8.24,39.5,0.8410050766149689
2019-09-11,0.0,0.0,0.1823219313484694,,,0.0,0.0,0.8686875,0.0,0.0,0.0,0.0,0.0,0.0,11,8.06,39.45,0.9973170731707316
2019-09-12,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-13,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-14,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-15,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-16,0.0,0.0,0.16824099303663337,384.98586559556804,,0.0,0.0,1.19385,0.0,,0.0,0.0,0.0,0.0,10,7.94,39.4,0.9645753235331072
2019-09-17,0.0,0.0,0.17217860498954196,,,0.0,0.0,1.1950500000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,7.955,39.4,0.9749412158487091
2019-09-18,0.0,0.0,0.17431276725717776,,,0.0,0.0,1.3332,0.0,0.0,0.0,0.0,0.0,0.0,11,7.995,39.4,0.9036453645364536
2019-09-19,0.0,0.0,0.17171747936527273,,,0.0,0.0,1.3893,0.0,0.0,0.0,0.0,0.0,0.0,11,8.015,39.4,0.8879354711005544
2019-09-20,0.0,0.0,0.17038333947659418,,,0.0,0.0,1.1946,0.0,0.0,0.0,0.0,0.0,0.0,11,7.975,39.5,1.0319002176460739
2019-09-21,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-22,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-23,0.0,0.0,0.14643737527878858,451.69922742639045,,0.0,0.0,12.276000000000002,0.0,,0.0,3.0,0.0,3.0,10,7.99,39.25,0.09821399478657541
2019-09-24,0.0,0.0,0.14669372867396163,,,0.0,0.0,1.287,0.0,0.0,0.0,0.0,0.0,0.0,11,7.955,39.3,0.8948193473193473
2019-09-25,0.0,0.0,0.1536630919387878,,,0.0,0.0,1.2045,0.0,0.0,0.0,0.0,0.0,0.0,11,8.01,39.2,0.9336025321710253
2019-09-26,0.0,0.0,0.15300130822355412,,,0.0,0.0,1.1715,0.0,0.0,0.0,0.0,0.0,0.0,11,8.004999999999999,39.2,0.939697449850619
2019-09-27,0.0,0.0,0.1539490891396247,,,0.0,0.0,1.3992,0.0,0.0,0.0,0.0,0.0,0.0,11,8.075,39.2,0.7983733562035448
2019-09-28,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-29,,,,,,,,,0.0,,,,,0.0,1,,,
2019-09-30,0.0,0.0,0.14772727272727273,368.4345531158398,,0.0,0.0,1.2309,0.0,,0.0,0.0,0.0,0.0,10,7.890000000000001,39.09999999999999,0.9308986310829472
2019-10-01,0.0,0.0,0.15039931719807353,0.022394895656705504,,0.0,0.0,0.9692375,0.0,0.0,0.0,0.0,0.0,0.0,11,8.08,39.0,0.9439855427591279
2019-10-02,0.0,0.0,0.14475601935521484,,,0.0,0.0,1.1253,0.0,0.0,0.0,0.0,0.0,0.0,11,8.015,39.4,0.910254321069937
2019-10-03,0.0,0.0,0.1422931887815225,,,0.0,0.0,1.1154,0.0,0.0,0.0,0.0,0.0,0.0,11,8.01,39.25,0.9416735027792721
2019-10-04,0.0,0.0,0.14330911647527536,,,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,11,7.995,39.15,1.0517631944444443
2019-10-05,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-06,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-07,0.0,0.0,0.14051132213294376,493.7054198522594,,0.0,0.0,1.0395,0.0,,0.0,0.0,0.0,0.0,10,8.02,39.15,1.0081830206830207
2019-10-08,0.0,0.0,0.14433533636230397,,,0.0,0.0,1.2045,0.0,0.0,0.0,0.0,0.0,0.0,11,8.055,39.2,0.8341033623910337
2019-10-09,0.0,0.0,0.14329118319395817,,,0.0,0.0,1.3068,0.0,0.0,0.0,0.0,0.0,0.0,11,8.02,39.2,0.7539359504132231
2019-10-10,1.0,0.0,0.1430062630480167,,,0.0,0.0,1.1814,0.0,0.0,0.0,0.0,0.0,1.0,11,8.125,39.35,0.8378671491450822
2019-10-11,0.0,0.0,0.1416604078802935,,,0.0,0.0,1.1451000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,8.035,39.35,0.874672517684045
2019-10-12,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-13,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-14,0.0,0.0,0.14971700385356454,540.674592445361,,0.0,0.0,1.549125,0.0,,0.0,0.0,1.0,1.0,10,8.045,39.35,0.7913247801178085
2019-10-15,0.0,0.0,0.152029164532554,,,0.0,0.0,1.70415,0.0,0.0,0.0,1.0,0.0,1.0,11,7.98,38.9,0.6727160167825602
2019-10-16,1.0,0.0,0.15218545390196425,,,0.0,0.0,1.53405,0.0,0.0,0.0,0.0,0.0,1.0,11,8.114999999999998,38.95,0.7664409976858643
2019-10-17,0.0,0.0,0.1602702056432329,,,0.0,0.0,1.613525,0.0,0.0,0.0,0.0,0.0,0.0,11,8.045,38.95,0.7209836770425
2019-10-18,0.0,0.0,0.10769791842001908,,,0.0,0.0,1.87995,0.0,0.0,0.0,1.0,0.0,1.0,11,8.065000000000001,38.65,0.632390655336578
2019-10-19,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-20,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-21,0.0,0.0,0.17848307488083026,417.37828448544417,,0.0,0.0,1.6874,0.0,,0.0,1.0,0.0,1.0,10,7.94,39.34999999999999,0.6810533216783216
2019-10-22,0.0,0.0,0.18020188466347473,,,0.0,0.0,1.848,0.0,0.0,0.0,2.0,0.0,2.0,11,7.92,39.09999999999999,0.5920944264069263
2019-10-23,0.0,0.0,0.18796114117068372,,,0.0,0.0,1.7459,0.0,0.0,0.0,2.0,0.0,2.0,11,7.9,39.1,0.5843601079672376
2019-10-24,0.0,0.0,0.17206527033609353,,,1.0,0.0,1.5795,0.0,0.0,0.0,1.0,0.0,1.0,11,7.96,39.3,0.6074697689142133
2019-10-25,0.0,0.0,0.17863810252486612,,,0.0,0.0,1.6038,0.0,0.0,0.0,2.0,0.0,2.0,11,7.93,39.2,0.5774186307519642
2019-10-26,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-27,,,,,,,,,0.0,,,,,0.0,1,,,
2019-10-28,0.0,0.0,0.16848765432098767,359.2574078519277,,0.0,0.0,1.5363,0.0,,0.0,1.0,0.0,1.0,10,7.915,38.84999999999999,0.6204621493197942
2019-10-29,0.0,0.0,0.16274665526299714,,,0.0,0.0,1.5147,0.0,0.0,0.0,1.0,0.0,1.0,11,7.915,38.65000000000001,0.6005207301775929
2019-10-30,0.0,0.0,0.16183986371379896,,,0.0,0.0,1.5363,0.0,0.0,0.0,1.0,0.0,1.0,11,7.984999999999999,38.95,0.6111050087873463
2019-10-31,0.0,0.0,0.15584573337382326,,,0.0,0.0,1.5768,0.0,0.0,0.0,1.0,0.0,1.0,11,8.015,38.9,0.6177997368087266
2019-11-01,0.0,0.0,0.155350767446828,,,0.0,0.0,1.5903,0.0,0.0,0.0,1.0,0.0,1.0,11,8.015,38.7,0.6255574419920771
2019-11-02,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-03,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-04,1.0,0.0,,,,,,2.324425,0.0,,0.0,3.0,0.0,3.0,7,8.2,38.95,0.42486932252062326
2019-11-05,1.0,0.0,,,,,,1.624,0.0,0.0,0.0,1.0,0.0,1.0,8,8.155000000000001,39.0,0.6313487145935961
2019-11-06,0.0,0.0,,,,,,1.6912,0.0,0.0,0.0,1.0,0.0,1.0,8,8.04,39.1,0.6271119249645223
2019-11-07,0.0,0.0,,,,,,1.6996,0.0,0.0,0.0,1.0,0.0,1.0,8,7.985,38.75,0.6179729053895036
2019-11-08,1.0,0.0,0.15318924926154476,,,0.0,0.0,1.7444000000000002,0.0,0.0,0.0,2.0,0.0,2.0,11,8.11,38.9,0.5903461075441413
2019-11-09,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-10,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-11,0.0,0.0,0.1563815885000726,501.93861262381176,,0.0,0.0,1.692,0.0,,0.0,0.0,0.0,0.0,10,8.08,38.75,0.7109358008274234
2019-11-12,1.0,0.0,0.1559369691289321,,,0.0,0.0,1.4229,0.0,0.0,0.0,0.0,0.0,1.0,11,8.145,38.9,0.7637749051233396
2019-11-13,1.0,0.0,0.15971536450769677,,,0.0,0.0,1.377,0.0,0.0,0.0,0.0,0.0,1.0,11,8.155000000000001,38.7,0.826955065359477
2019-11-14,0.0,0.0,0.16260666725721204,,,0.0,0.0,1.4553,0.0,0.0,0.0,0.0,0.0,0.0,11,7.955,38.9,0.7807792207792207
2019-11-15,0.0,0.0,0.16030150753768843,,,0.0,0.0,1.4742,0.0,0.0,0.0,0.0,0.0,0.0,11,7.955,38.75,0.7211092456925788
2019-11-16,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-17,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-18,0.0,0.0,0.17118735405065566,389.5604489360416,,0.0,0.0,1.408875,0.0,,0.0,1.0,0.0,1.0,10,7.92,39.0,0.6494016946144973
2019-11-19,0.0,0.0,0.1735896589988903,,,0.0,0.0,1.355575,0.0,0.0,0.0,1.0,0.0,1.0,11,7.93,38.9,0.6514006971211479
2019-11-20,0.0,0.0,0.16907527263055236,,,0.0,0.0,1.3475,0.0,0.0,0.0,1.0,0.0,1.0,11,7.98,38.8,0.6436660482374769
2019-11-21,0.0,0.0,0.1609810283843433,,,0.0,0.0,1.2935999999999999,0.0,0.0,0.0,1.0,0.0,1.0,11,7.985,39.0,0.6523703231292517
2019-11-22,0.0,0.0,0.1583846357771952,,,0.0,0.0,1.3128,0.0,0.0,0.0,1.0,0.0,1.0,11,7.945,38.84999999999999,0.6526241620962827
2019-11-23,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-24,,,,,,,,,0.0,,,,,0.0,1,,,
2019-11-25,0.0,0.0,0.1650913861474701,399.20473470685295,,0.0,0.0,1.6318,0.0,,0.0,2.0,0.0,2.0,10,7.955,39.0,0.5546686174776321
2019-11-26,0.0,0.0,0.16271666077113547,,,0.0,0.0,1.464,0.0,0.0,0.0,2.0,0.0,2.0,11,7.94,39.0,0.5728193306010929
2019-11-27,0.0,0.0,0.15861640062783192,,,0.0,0.0,1.4076,0.0,0.0,0.0,1.0,0.0,1.0,11,7.95,39.0,0.6479451726342711
2019-11-28,0.0,0.0,0.15711733174508635,,,0.0,0.0,1.428,0.0,0.0,0.0,1.0,0.0,1.0,11,7.925,39.05,0.6390114233193277
2019-11-29,0.0,0.0,0.1551893095768374,,,0.0,0.0,1.2948,0.0,0.0,0.0,1.0,0.0,1.0,11,7.96,38.95,0.6190669891102873
2019-11-30,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-01,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-02,0.0,0.0,0.16562119951353774,368.09051191977704,,0.0,0.0,1.4458499999999999,0.0,,0.0,1.0,0.0,1.0,10,7.925,39.0,0.6613217138707334
2019-12-03,0.0,0.0,0.1612035851472471,,,0.0,0.0,1.3464,0.0,0.0,0.0,1.0,0.0,1.0,11,7.96,39.0,0.6696732954545452
2019-12-04,0.0,0.0,0.1623912699667879,,,0.0,0.0,1.5525,0.0,0.0,0.0,1.0,0.0,1.0,11,8.075,38.84999999999999,0.6319805958132046
2019-12-05,1.0,0.0,,,,,,1.6685999999999999,0.0,0.0,0.0,2.0,0.0,2.0,8,8.155000000000001,38.95,0.5875365201366414
2019-12-06,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-07,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-08,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-09,1.0,0.0,0.15133540183731825,550.9042652007253,,0.0,0.0,1.5579,0.0,,0.0,1.0,0.0,1.0,10,8.1,39.05,0.6837224388600037
2019-12-10,0.0,0.0,0.1718951169728372,,,0.0,0.0,1.8954000000000002,0.0,0.0,0.0,2.0,0.0,2.0,11,8.09,39.0,0.5694256489395377
2019-12-11,0.0,0.0,0.1692975655140332,,,0.0,0.0,1.7658,0.0,0.0,0.0,1.0,0.0,1.0,11,8.075,39.0,0.6224192646392571
2019-12-12,0.0,0.0,0.1561836598532177,,,0.0,0.0,1.8279,0.0,0.0,0.0,1.0,0.0,1.0,11,8.094999999999999,39.0,0.612577958312818
2019-12-13,1.0,0.0,0.15590603419679744,,,0.0,0.0,1.7847,0.0,0.0,0.0,1.0,0.0,1.0,11,8.114999999999998,39.0,0.6671918949963579
2019-12-14,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-15,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-16,0.0,0.0,0.1570816524376896,295.90644548173606,,0.0,0.0,1.7685,0.0,,0.0,1.0,0.0,1.0,10,7.81,39.0,0.6588616765620583
2019-12-17,0.0,0.0,0.18717837435674872,,,0.0,0.0,1.992375,0.0,0.0,0.0,1.0,0.0,1.0,11,8.004999999999999,39.0,0.6077827969132318
2019-12-18,0.0,0.0,0.18360828578516497,,,0.0,0.0,1.632,0.0,0.0,0.0,0.0,0.0,0.0,11,8.024999999999999,39.0,0.7116814108455882
2019-12-19,0.0,0.0,0.1767082915565278,,,0.0,0.0,1.5624,0.0,0.0,0.0,0.0,0.0,0.0,11,8.094999999999999,39.0,0.7441557459677419
2019-12-20,1.0,0.0,0.1878016940404991,,,0.0,0.0,1.6824000000000001,0.0,0.0,0.0,1.0,0.0,1.0,11,8.145,39.0,0.6607927662862577
2019-12-21,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-22,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-23,1.0,0.0,0.14968282604900193,612.5148338866957,,0.0,0.0,1.74675,0.0,,0.0,2.0,0.0,2.0,10,8.175,38.65,0.5668398454272221
2019-12-24,1.0,0.0,0.15038435484346008,,,0.0,0.0,1.6406500000000002,0.0,0.0,0.0,1.0,0.0,1.0,11,8.15,38.6,0.6172046902142444
2019-12-25,1.0,0.0,0.1576235758235935,,,0.0,0.0,1.7199,0.0,0.0,0.0,1.0,0.0,1.0,11,8.129999999999999,38.65,0.6272896316646316
2019-12-26,1.0,0.0,0.15218548530194595,,,0.0,0.0,1.7875,0.0,0.0,0.0,1.0,0.0,1.0,11,8.11,38.65,0.6498765734265735
2019-12-27,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-28,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-29,,,,,,,,,0.0,,,,,0.0,1,,,
2019-12-30,,,,,,,,,,,,,,,0,,,
2019-12-31,,,,,,,,,,,,,,,0,,,
2020-01-01,0.0,0.0,0.15504907177486107,,,0.0,0.0,1.887,0.0,,0.0,1.0,2.0,2.0,10,8.004999999999999,39.0,0.6256286764705882
2020-01-02,0.0,0.0,0.15904209937924746,,,0.0,0.0,1.704,0.0,0.0,0.0,1.0,0.0,1.0,11,7.99,38.75,0.695324347124413
2020-01-03,0.0,0.0,0.16166124741353827,,,0.0,0.0,1.635375,0.0,0.0,0.0,1.0,0.0,1.0,11,7.995,38.95,0.6748164029656806
2020-01-04,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-05,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-06,0.0,0.0,0.1858550618190721,423.08998647137236,,0.0,0.0,1.731,0.0,,0.0,1.0,0.0,1.0,10,8.004999999999999,38.8,0.6619437463893703
2020-01-07,0.0,0.0,0.17250657556610333,,,0.0,0.0,1.7332,0.0,0.0,0.0,1.0,0.0,1.0,11,7.995,38.95,0.6432367153242557
2020-01-08,0.0,0.0,0.17080112649050272,,,0.0,0.0,1.599,0.0,0.0,0.0,0.0,0.0,0.0,11,7.995,38.9,0.7125440900562852
2020-01-09,0.0,0.0,0.17796891504451487,,,0.0,0.0,1.614,0.0,0.0,0.0,0.0,0.0,0.0,11,8.015,39.0,0.7027035315985131
2020-01-10,0.0,0.0,0.1848970113694623,,,0.0,0.0,1.719,0.0,0.0,0.0,1.0,0.0,1.0,11,7.73,38.9,0.6641931355439209
2020-01-11,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-12,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-13,0.0,0.0,0.16777939943483527,261.71007162995977,,0.0,0.0,1.4607,0.0,,0.0,1.0,0.0,1.0,10,7.72,39.55,0.6857902033271719
2020-01-14,0.0,0.0,0.1673517322372284,,,0.0,0.0,1.4877,0.0,0.0,0.0,0.0,0.0,0.0,11,7.775,39.65000000000001,0.7033269476372924
2020-01-15,0.0,0.0,0.16853037590760087,,,0.0,0.0,1.6983,0.0,0.0,0.0,1.0,0.0,1.0,11,7.85,39.6,0.6385071836542424
2020-01-16,0.0,0.0,0.18152110244473904,,,0.0,0.0,1.5309000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,7.815,39.7,0.714788114834411
2020-01-17,0.0,0.0,0.18039482641252552,,,0.0,0.0,1.5125,0.0,0.0,0.0,0.0,0.0,0.0,11,7.84,39.95,0.7002311157024792
2020-01-18,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-19,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-20,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-21,0.0,0.0,0.17638046401100618,292.2628787607907,,0.0,0.0,1.5215999999999998,0.0,,0.0,1.0,0.0,1.0,10,7.82,39.95,0.6818252579521557
2020-01-22,0.0,1.0,0.17524498438900737,,,0.0,0.0,1.5528,0.0,0.0,0.0,1.0,0.0,1.0,11,7.86,40.0,0.6901003429289027
2020-01-23,0.0,0.0,0.17386303584195964,,,0.0,0.0,1.3896,0.0,0.0,0.0,0.0,0.0,0.0,11,7.87,39.95,0.7706444300518136
2020-01-24,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-25,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-26,,,,,,,,,0.0,,,,,0.0,1,,,
2020-01-27,,,,,,,,,0.0,,,,,0.0,1,,,
